source	target
CTCF	SENP5
CTCF	SENP7
CTCF	SEPHS1
CTCF	SEPHS2
CTCF	SEPSECS
CTCF	SEPTIN10
CTCF	SEPTIN11
CTCF	SEPTIN2
CTCF	SEPTIN3
CTCF	SEPTIN4
CTCF	SEPTIN5
CTCF	SEPTIN6
CTCF	SEPTIN7
CTCF	SEPTIN8
CTCF	SEPTIN9
CTCF	SERAC1
CTCF	SERBP1
CTCF	SERF2
CTCF	SERGEF
CTCF	SERHL
CTCF	SERHL2
CTCF	SERINC2
CTCF	SERINC3
CTCF	SERINC5
CTCF	SERP1
CTCF	SERP2
CTCF	SERPINA1
CTCF	SERPINA10
CTCF	SERPINA11
CTCF	SERPINA12
CTCF	SERPINA13P
CTCF	SERPINA4
CTCF	SERPINA5
CTCF	SERPINA6
CTCF	SERPINA7
CTCF	SERPINB1
CTCF	SERPINB10
CTCF	SERPINB11
CTCF	SERPINB13
CTCF	SERPINB2
CTCF	SERPINB5
CTCF	SERPINB6
CTCF	SERPINB7
CTCF	SERPINB8
CTCF	SERPINB9
CTCF	SERPINC1
CTCF	SERPIND1
CTCF	SERPINE1
CTCF	SERPINE2
CTCF	SERPINF1
CTCF	SERPING1
CTCF	SERPINH1
CTCF	SERPINI1
CTCF	SERTAD1
CTCF	SERTAD2
CTCF	SERTAD3
CTCF	SERTAD4
CTCF	SESN1
CTCF	SESN3
CTCF	SESTD1
CTCF	SETBP1
CTCF	SETD1A
CTCF	SETD1B
CTCF	SETD2
CTCF	SETD3
CTCF	SETD4
CTCF	SETD5
CTCF	SETD6
CTCF	SETD7
CTCF	SETDB1
CTCF	SETDB2
CTCF	SETMAR
CTCF	SETX
CTCF	SEZ6
CTCF	SEZ6L
CTCF	SF1
CTCF	SF3A2
CTCF	SF3A3
CTCF	SF3B1
CTCF	SF3B2
CTCF	SF3B3
CTCF	SF3B5
CTCF	SFI1
CTCF	SFMBT1
CTCF	SFMBT2
CTCF	SFN
CTCF	SFR1
CTCF	SFRP1
CTCF	SFRP2
CTCF	SFRP4
CTCF	SFRP5
CTCF	SFSWAP
CTCF	SFT2D1
CTCF	SFT2D2
CTCF	SFTPC
CTCF	SFXN1
CTCF	SFXN2
CTCF	SFXN3
CTCF	SFXN4
CTCF	SFXN5
CTCF	SGCA
CTCF	SGCB
CTCF	SGCD
CTCF	SGCE
CTCF	SGCG
CTCF	SGCZ
CTCF	SGF29
CTCF	SGIP1
CTCF	SGK1
CTCF	SGK2
CTCF	SGK3
CTCF	SGMS1
CTCF	SGMS2
CTCF	SGO2
CTCF	SGPL1
CTCF	SGPP1
CTCF	SGPP2
CTCF	SGSM1
CTCF	SGSM2
CTCF	SGSM3
CTCF	SGTA
CTCF	SH2B1
CTCF	SH2B2
CTCF	SH2B3
CTCF	SH2D1B
CTCF	SH2D2A
CTCF	SH2D3A
CTCF	SH2D3C
CTCF	SH2D4A
CTCF	SH2D4B
CTCF	SH2D5
CTCF	SH2D6
CTCF	SH3BGRL
CTCF	SH3BGRL2
CTCF	SH3BGRL3
CTCF	SH3BP1
CTCF	SH3BP2
CTCF	SH3BP4
CTCF	SH3BP5
CTCF	SH3BP5L
CTCF	SH3D19
CTCF	SH3D21
CTCF	SH3GL1
CTCF	SH3GL2
CTCF	SH3GL3
CTCF	SH3GLB1
CTCF	SH3GLB2
CTCF	SH3KBP1
CTCF	SH3PXD2A
CTCF	SH3PXD2B
CTCF	SH3RF1
CTCF	SH3RF2
CTCF	SH3RF3
CTCF	SH3TC1
CTCF	SH3TC2
CTCF	SH3YL1
CTCF	SHANK1
CTCF	SHANK2
CTCF	SHANK3
CTCF	SHB
CTCF	SHBG
CTCF	SHC3
CTCF	SHC4
CTCF	SHCBP1
CTCF	SHE
CTCF	SHF
CTCF	SHH
CTCF	SHISA2
CTCF	SHISA3
CTCF	SHISA5
CTCF	SHISA6
CTCF	SHISA7
CTCF	SHISA9
CTCF	SHISAL1
CTCF	SHKBP1
CTCF	SHLD1
CTCF	SHLD2
CTCF	SHOC1
CTCF	SHOC2
CTCF	SHOX2
CTCF	SHPRH
CTCF	SHQ1
CTCF	SHROOM1
CTCF	SHROOM2
CTCF	SHROOM3
CTCF	SHROOM4
CTCF	SHTN1
CTCF	SIAE
CTCF	SIAH1
CTCF	SIAH2
CTCF	SIAH3
CTCF	SIDT1
CTCF	SIDT2
CTCF	SIGIRR
CTCF	SIGLEC1
CTCF	SIGLEC10
CTCF	SIGLEC11
CTCF	SIGLEC12
CTCF	SIGLEC14
CTCF	SIGLEC15
CTCF	SIGLEC6
CTCF	SIGLEC7
CTCF	SIGLEC8
CTCF	SIGLECL1
CTCF	SIGMAR1
CTCF	SIK1
CTCF	SIK2
CTCF	SIK3
CTCF	SIL1
CTCF	SIM1
CTCF	SIM2
CTCF	SIMC1
CTCF	SIN3A
CTCF	SINHCAF
CTCF	SIPA1
CTCF	SIPA1L1
CTCF	SIPA1L2
CTCF	SIPA1L3
CTCF	SIRPA
CTCF	SIRPB2
CTCF	SIRPD
CTCF	SIRPG
CTCF	SIRT2
CTCF	SIRT4
CTCF	SIRT5
CTCF	SIRT7
CTCF	SIX1
CTCF	SIX2
CTCF	SIX3
CTCF	SIX4
CTCF	SIX5
CTCF	SIX6
CTCF	SKA1
CTCF	SKAP1
CTCF	SKAP2
CTCF	SKI
CTCF	SKIL
CTCF	SKOR1
CTCF	SKOR2
CTCF	SKP1
CTCF	SKP2
CTCF	SLA2
CTCF	SLAIN1
CTCF	SLAIN2
CTCF	SLAMF1
CTCF	SLAMF6
CTCF	SLAMF7
CTCF	SLAMF8
CTCF	SLBP
CTCF	SLC10A2
CTCF	SLC10A5
CTCF	SLC10A6
CTCF	SLC10A7
CTCF	SLC11A1
CTCF	SLC11A2
CTCF	SLC12A1
CTCF	SLC12A2
CTCF	SLC12A3
CTCF	SLC12A4
CTCF	SLC12A5
CTCF	SLC12A6
CTCF	SLC12A7
CTCF	SLC12A8
CTCF	SLC12A9
CTCF	SLC13A1
CTCF	SLC13A2
CTCF	SLC13A3
CTCF	SLC13A4
CTCF	SLC13A5
CTCF	SLC14A1
CTCF	SLC14A2
CTCF	SLC15A1
CTCF	SLC15A3
CTCF	SLC15A4
CTCF	SLC15A5
CTCF	SLC16A1
CTCF	SLC16A10
CTCF	SLC16A11
CTCF	SLC16A12
CTCF	SLC16A13
CTCF	SLC16A14
CTCF	SLC16A2
CTCF	SLC16A3
CTCF	SLC16A5
CTCF	SLC16A7
CTCF	SLC16A9
CTCF	SLC17A1
CTCF	SLC17A2
CTCF	SLC17A4
CTCF	SLC17A5
CTCF	SLC17A6
CTCF	SLC17A7
CTCF	SLC17A8
CTCF	SLC17A9
CTCF	SLC18A1
CTCF	SLC18A2
CTCF	SLC18B1
CTCF	SLC19A1
CTCF	SLC19A2
CTCF	SLC19A3
CTCF	SLC1A1
CTCF	SLC1A2
CTCF	SLC1A3
CTCF	SLC1A4
CTCF	SLC1A5
CTCF	SLC1A7
CTCF	SLC20A1
CTCF	SLC20A2
CTCF	SLC22A1
CTCF	SLC22A10
CTCF	SLC22A11
CTCF	SLC22A14
CTCF	SLC22A15
CTCF	SLC22A16
CTCF	SLC22A17
CTCF	SLC22A2
CTCF	SLC22A20P
CTCF	SLC22A23
CTCF	SLC22A24
CTCF	SLC22A25
CTCF	SLC22A3
CTCF	SLC22A4
CTCF	SLC22A5
CTCF	SLC22A6
CTCF	SLC22A8
CTCF	SLC22A9
CTCF	SLC23A1
CTCF	SLC23A2
CTCF	SLC23A3
CTCF	SLC24A1
CTCF	SLC24A2
CTCF	SLC24A3
CTCF	SLC24A4
CTCF	SLC24A5
CTCF	SLC25A1
CTCF	SLC25A10
CTCF	SLC25A12
CTCF	SLC25A13
CTCF	SLC25A14
CTCF	SLC25A15
CTCF	SLC25A17
CTCF	SLC25A18
CTCF	SLC25A19
CTCF	SLC25A20
CTCF	SLC25A21
CTCF	SLC25A22
CTCF	SLC25A23
CTCF	SLC25A24
CTCF	SLC25A25
CTCF	SLC25A26
CTCF	SLC25A27
CTCF	SLC25A28
CTCF	SLC25A29
CTCF	SLC25A3
CTCF	SLC25A30
CTCF	SLC25A31
CTCF	SLC25A33
CTCF	SLC25A34
CTCF	SLC25A35
CTCF	SLC25A36
CTCF	SLC25A37
CTCF	SLC25A38
CTCF	SLC25A39
CTCF	SLC25A4
CTCF	SLC25A41
CTCF	SLC25A42
CTCF	SLC25A43
CTCF	SLC25A44
CTCF	SLC25A45
CTCF	SLC25A46
CTCF	SLC25A47
CTCF	SLC25A48
CTCF	SLC25A5
CTCF	SLC25A51
CTCF	SLC25A52
CTCF	SLC25A53
CTCF	SLC26A11
CTCF	SLC26A2
CTCF	SLC26A4
CTCF	SLC26A5
CTCF	SLC26A6
CTCF	SLC26A7
CTCF	SLC26A8
CTCF	SLC26A9
CTCF	SLC27A1
CTCF	SLC27A2
CTCF	SLC27A4
CTCF	SLC27A5
CTCF	SLC27A6
CTCF	SLC28A1
CTCF	SLC28A2
CTCF	SLC28A3
CTCF	SLC29A1
CTCF	SLC29A2
CTCF	SLC29A3
CTCF	SLC29A4
CTCF	SLC2A1
CTCF	SLC2A10
CTCF	SLC2A11
CTCF	SLC2A12
CTCF	SLC2A13
CTCF	SLC2A14
CTCF	SLC2A2
CTCF	SLC2A3
CTCF	SLC2A4
CTCF	SLC2A4RG
CTCF	SLC2A5
CTCF	SLC2A6
CTCF	SLC2A7
CTCF	SLC2A8
CTCF	SLC2A9
CTCF	SLC30A1
CTCF	SLC30A10
CTCF	SLC30A3
CTCF	SLC30A4
CTCF	SLC30A5
CTCF	SLC30A7
CTCF	SLC30A8
CTCF	SLC30A9
CTCF	SLC31A2
CTCF	SLC32A1
CTCF	SLC33A1
CTCF	SLC34A1
CTCF	SLC34A2
CTCF	SLC34A3
CTCF	SLC35A1
CTCF	SLC35A5
CTCF	SLC35B1
CTCF	SLC35B2
CTCF	SLC35B3
CTCF	SLC35B4
CTCF	SLC35C1
CTCF	SLC35C2
CTCF	SLC35D2
CTCF	SLC35E2B
CTCF	SLC35F1
CTCF	SLC35F2
CTCF	SLC35F3
CTCF	SLC35F4
CTCF	SLC35F5
CTCF	SLC35F6
CTCF	SLC35G1
CTCF	SLC35G4
CTCF	SLC36A1
CTCF	SLC36A2
CTCF	SLC36A3
CTCF	SLC36A4
CTCF	SLC37A1
CTCF	SLC37A2
CTCF	SLC37A3
CTCF	SLC37A4
CTCF	SLC38A1
CTCF	SLC38A10
CTCF	SLC38A11
CTCF	SLC38A2
CTCF	SLC38A3
CTCF	SLC38A4
CTCF	SLC38A5
CTCF	SLC38A6
CTCF	SLC38A7
CTCF	SLC38A8
CTCF	SLC38A9
CTCF	SLC39A10
CTCF	SLC39A11
CTCF	SLC39A13
CTCF	SLC39A14
CTCF	SLC39A3
CTCF	SLC39A6
CTCF	SLC39A7
CTCF	SLC39A8
CTCF	SLC39A9
CTCF	SLC3A1
CTCF	SLC3A2
CTCF	SLC41A1
CTCF	SLC41A2
CTCF	SLC41A3
CTCF	SLC43A1
CTCF	SLC43A2
CTCF	SLC43A3
CTCF	SLC44A1
CTCF	SLC44A2
CTCF	SLC44A3
CTCF	SLC44A4
CTCF	SLC44A5
CTCF	SLC45A1
CTCF	SLC45A2
CTCF	SLC45A3
CTCF	SLC45A4
CTCF	SLC46A1
CTCF	SLC46A2
CTCF	SLC47A1
CTCF	SLC47A2
CTCF	SLC48A1
CTCF	SLC49A3
CTCF	SLC49A4
CTCF	SLC4A10
CTCF	SLC4A11
CTCF	SLC4A1AP
CTCF	SLC4A2
CTCF	SLC4A3
CTCF	SLC4A4
CTCF	SLC4A5
CTCF	SLC4A7
CTCF	SLC4A8
CTCF	SLC4A9
CTCF	SLC50A1
CTCF	SLC52A1
CTCF	SLC52A2
CTCF	SLC52A3
CTCF	SLC5A1
CTCF	SLC5A10
CTCF	SLC5A11
CTCF	SLC5A12
CTCF	SLC5A3
CTCF	SLC5A4
CTCF	SLC5A6
CTCF	SLC5A7
CTCF	SLC5A8
CTCF	SLC5A9
CTCF	SLC66A2
CTCF	SLC66A3
CTCF	SLC6A1
CTCF	SLC6A11
CTCF	SLC6A12
CTCF	SLC6A13
CTCF	SLC6A15
CTCF	SLC6A16
CTCF	SLC6A17
CTCF	SLC6A18
CTCF	SLC6A19
CTCF	SLC6A2
CTCF	SLC6A20
CTCF	SLC6A3
CTCF	SLC6A4
CTCF	SLC6A5
CTCF	SLC6A6
CTCF	SLC6A7
CTCF	SLC6A8
CTCF	SLC6A9
CTCF	SLC7A1
CTCF	SLC7A10
CTCF	SLC7A11
CTCF	SLC7A14
CTCF	SLC7A2
CTCF	SLC7A5
CTCF	SLC7A6
CTCF	SLC7A7
CTCF	SLC7A8
CTCF	SLC7A9
CTCF	SLC8A1
CTCF	SLC8A2
CTCF	SLC8A3
CTCF	SLC8B1
CTCF	SLC9A1
CTCF	SLC9A2
CTCF	SLC9A3
CTCF	SLC9A4
CTCF	SLC9A5
CTCF	SLC9A6
CTCF	SLC9A7
CTCF	SLC9A8
CTCF	SLC9A9
CTCF	SLC9B1
CTCF	SLC9B2
CTCF	SLC9C1
CTCF	SLC9C2
CTCF	SLCO1A2
CTCF	SLCO1B1
CTCF	SLCO1B3
CTCF	SLCO1C1
CTCF	SLCO2A1
CTCF	SLCO2B1
CTCF	SLCO3A1
CTCF	SLCO4A1
CTCF	SLCO4C1
CTCF	SLCO5A1
CTCF	SLCO6A1
CTCF	SLF1
CTCF	SLF2
CTCF	SLFN11
CTCF	SLFN14
CTCF	SLFN5
CTCF	SLFNL1
CTCF	SLIT1
CTCF	SLIT2
CTCF	SLIT3
CTCF	SLITRK1
CTCF	SLITRK3
CTCF	SLITRK4
CTCF	SLITRK5
CTCF	SLITRK6
CTCF	SLK
CTCF	SLMAP
CTCF	SLN
CTCF	SLURP1
CTCF	SLX4IP
CTCF	SMAD1
CTCF	SMAD2
CTCF	SMAD3
CTCF	SMAD4
CTCF	SMAD5
CTCF	SMAD5-AS1
CTCF	SMAD6
CTCF	SMAD7
CTCF	SMAD9
CTCF	SMAGP
CTCF	SMAP1
CTCF	SMAP2
CTCF	SMARCA1
CTCF	SMARCA2
CTCF	SMARCA4
CTCF	SMARCA5
CTCF	SMARCAL1
CTCF	SMARCB1
CTCF	SMARCC1
CTCF	SMARCC2
CTCF	SMARCD1
CTCF	SMARCD2
CTCF	SMARCD3
CTCF	SMARCE1
CTCF	SMC1A
CTCF	SMC1B
CTCF	SMC2
CTCF	SMC3
CTCF	SMC4
CTCF	SMC5
CTCF	SMC6
CTCF	SMCHD1
CTCF	SMCO1
CTCF	SMCO2
CTCF	SMCO3
CTCF	SMCO4
CTCF	SMCP
CTCF	SMCR8
CTCF	SMDT1
CTCF	SMG1
CTCF	SMG5
CTCF	SMG6
CTCF	SMG7
CTCF	SMG9
CTCF	SMIM10L2A
CTCF	SMIM12
CTCF	SMIM14
CTCF	SMIM20
CTCF	SMIM21
CTCF	SMIM23
CTCF	SMIM29
CTCF	SMIM43
CTCF	SMIM5
CTCF	SMIM7
CTCF	SMIM8
CTCF	SMNDC1
CTCF	SMO
CTCF	SMOC1
CTCF	SMOC2
CTCF	SMOX
CTCF	SMPD1
CTCF	SMPD2
CTCF	SMPD3
CTCF	SMPD4
CTCF	SMPDL3A
CTCF	SMPDL3B
CTCF	SMPX
CTCF	SMS
CTCF	SMTN
CTCF	SMTNL1
CTCF	SMTNL2
CTCF	SMU1
CTCF	SMUG1
CTCF	SMURF1
CTCF	SMURF2
CTCF	SMYD2
CTCF	SMYD3
CTCF	SMYD4
CTCF	SNAI1
CTCF	SNAI2
CTCF	SNAI3
CTCF	SNAP25
CTCF	SNAP29
CTCF	SNAP47
CTCF	SNAP91
CTCF	SNAPC1
CTCF	SNAPC2
CTCF	SNAPC3
CTCF	SNAPC4
CTCF	SNAPC5
CTCF	SNCA
CTCF	SNCAIP
CTCF	SNCB
CTCF	SNCG
CTCF	SND1
CTCF	SNED1
CTCF	SNHG12
CTCF	SNN
CTCF	SNORC
CTCF	SNPH
CTCF	SNRK
CTCF	SNRNP35
CTCF	SNRNP48
CTCF	SNRNP70
CTCF	SNRPA1
CTCF	SNRPB
CTCF	SNRPC
CTCF	SNRPD1
CTCF	SNRPE
CTCF	SNRPF
CTCF	SNRPN
CTCF	SNTA1
CTCF	SNTB1
CTCF	SNTB2
CTCF	SNTG1
CTCF	SNTG2
CTCF	SNUPN
CTCF	SNX1
CTCF	SNX10
CTCF	SNX11
CTCF	SNX13
CTCF	SNX14
CTCF	SNX15
CTCF	SNX16
CTCF	SNX17
CTCF	SNX18
CTCF	SNX19
CTCF	SNX20
CTCF	SNX22
CTCF	SNX24
CTCF	SNX25
CTCF	SNX27
CTCF	SNX29
CTCF	SNX29P2
CTCF	SNX3
CTCF	SNX30
CTCF	SNX31
CTCF	SNX32
CTCF	SNX33
CTCF	SNX5
CTCF	SNX6
CTCF	SNX7
CTCF	SNX8
CTCF	SNX9
CTCF	SOAT1
CTCF	SOBP
CTCF	SOCS1
CTCF	SOCS2
CTCF	SOCS3
CTCF	SOCS5
CTCF	SOCS6
CTCF	SOCS7
CTCF	SOD3
CTCF	SOHLH1
CTCF	SORBS1
CTCF	SORBS2
CTCF	SORBS3
CTCF	SORCS1
CTCF	SORCS2
CTCF	SORCS3
CTCF	SORD
CTCF	SORL1
CTCF	SORT1
CTCF	SOS1
CTCF	SOSTDC1
CTCF	SOWAHB
CTCF	SOWAHC
CTCF	SOWAHD
CTCF	SOX1
CTCF	SOX11
CTCF	SOX12
CTCF	SOX13
CTCF	SOX14
CTCF	SOX15
CTCF	SOX17
CTCF	SOX18
CTCF	SOX21
CTCF	SOX3
CTCF	SOX30
CTCF	SOX4
CTCF	SOX5
CTCF	SOX6
CTCF	SOX9
CTCF	SP1
CTCF	SP110
CTCF	SP140
CTCF	SP2
CTCF	SP3
CTCF	SP4
CTCF	SP5
CTCF	SP6
CTCF	SP7
CTCF	SP8
CTCF	SPACA1
CTCF	SPACA3
CTCF	SPACA7
CTCF	SPAG1
CTCF	SPAG11B
CTCF	SPAG16
CTCF	SPAG17
CTCF	SPAG4
CTCF	SPAG6
CTCF	SPAG9
CTCF	SPAM1
CTCF	SPANXN1
CTCF	SPANXN2
CTCF	SPANXN3
CTCF	SPARC
CTCF	SPARCL1
CTCF	SPART
CTCF	SPART-AS1
CTCF	SPAST
CTCF	SPATA16
CTCF	SPATA17
CTCF	SPATA18
CTCF	SPATA19
CTCF	SPATA2
CTCF	SPATA20
CTCF	SPATA22
CTCF	SPATA24
CTCF	SPATA2L
CTCF	SPATA3
CTCF	SPATA31C1
CTCF	SPATA31C2
CTCF	SPATA31E1
CTCF	SPATA32
CTCF	SPATA33
CTCF	SPATA6
CTCF	SPATA6L
CTCF	SPATA7
CTCF	SPATA9
CTCF	SPATC1
CTCF	SPATS2
CTCF	SPATS2L
CTCF	SPC25
CTCF	SPCS3
CTCF	SPDEF
CTCF	SPDL1
CTCF	SPDYA
CTCF	SPDYE4
CTCF	SPECC1
CTCF	SPECC1L
CTCF	SPEF1
CTCF	SPEF2
CTCF	SPEG
CTCF	SPG11
CTCF	SPG7
CTCF	SPHK1
CTCF	SPHKAP
CTCF	SPI1
CTCF	SPIC
CTCF	SPICE1
CTCF	SPIDR
CTCF	SPIN1
CTCF	SPIN2A
CTCF	SPIN2B
CTCF	SPIN3
CTCF	SPINDOC
CTCF	SPINK1
CTCF	SPINK13
CTCF	SPINK14
CTCF	SPINK2
CTCF	SPINK4
CTCF	SPINK5
CTCF	SPINT1
CTCF	SPINT2
CTCF	SPIRE1
CTCF	SPIRE2
CTCF	SPN
CTCF	SPNS1
CTCF	SPNS3
CTCF	SPO11
CTCF	SPOCD1
CTCF	SPOCK1
CTCF	SPOCK2
CTCF	SPOCK3
CTCF	SPON1
CTCF	SPON2
CTCF	SPOP
CTCF	SPOPL
CTCF	SPOUT1
CTCF	SPP1
CTCF	SPP2
CTCF	SPR
CTCF	SPRED1
CTCF	SPRED2
CTCF	SPRING1
CTCF	SPRN
CTCF	SPRR2D
CTCF	SPRR4
CTCF	SPRTN
CTCF	SPRY1
CTCF	SPRY2
CTCF	SPRY4
CTCF	SPRYD3
CTCF	SPRYD4
CTCF	SPRYD7
CTCF	SPSB1
CTCF	SPSB2
CTCF	SPSB4
CTCF	SPTB
CTCF	SPTBN1
CTCF	SPTBN2
CTCF	SPTBN4
CTCF	SPTBN5
CTCF	SPTLC1
CTCF	SPTLC2
CTCF	SPTLC3
CTCF	SPTSSA
CTCF	SPTSSB
CTCF	SPTY2D1
CTCF	SQOR
CTCF	SQSTM1
CTCF	SRARP
CTCF	SRBD1
CTCF	SRC
CTCF	SRCAP
CTCF	SRCIN1
CTCF	SRD5A2
CTCF	SRD5A3
CTCF	SREBF1
CTCF	SREBF2
CTCF	SREK1
CTCF	SRF
CTCF	SRFBP1
CTCF	SRGAP1
CTCF	SRGAP2
CTCF	SRGAP3
CTCF	SRGN
CTCF	SRI
CTCF	SRL
CTCF	SRP14
CTCF	SRP54
CTCF	SRPK2
CTCF	SRPK3
CTCF	SRPRA
CTCF	SRPRB
CTCF	SRPX
CTCF	SRPX2
CTCF	SRRM1
CTCF	SRRM2
CTCF	SRRM3
CTCF	SRRM4
CTCF	SRRT
CTCF	SRSF1
CTCF	SRSF10
CTCF	SRSF12
CTCF	SRSF2
CTCF	SRSF4
CTCF	SRSF8
CTCF	SRSF9
CTCF	SRXN1
CTCF	SS18
CTCF	SS18L1
CTCF	SS18L2
CTCF	SSB
CTCF	SSBP1
CTCF	SSBP2
CTCF	SSBP3
CTCF	SSBP4
CTCF	SSC4D
CTCF	SSC5D
CTCF	SSH1
CTCF	SSH2
CTCF	SSH3
CTCF	SSMEM1
CTCF	SSNA1
CTCF	SSPN
CTCF	SSPOP
CTCF	SSR1
CTCF	SSR2
CTCF	SSR3
CTCF	SSRP1
CTCF	SST
CTCF	SSTR1
CTCF	SSTR2
CTCF	SSTR3
CTCF	SSTR4
CTCF	SSTR5
CTCF	SSU72
CTCF	SSUH2
CTCF	SSX2IP
CTCF	ST13
CTCF	ST14
CTCF	ST18
CTCF	ST3GAL1
CTCF	ST3GAL2
CTCF	ST3GAL3
CTCF	ST3GAL4
CTCF	ST3GAL5
CTCF	ST3GAL6
CTCF	ST6GAL1
CTCF	ST6GAL2
CTCF	ST6GALNAC1
CTCF	ST6GALNAC2
CTCF	ST6GALNAC3
CTCF	ST6GALNAC4
CTCF	ST6GALNAC5
CTCF	ST6GALNAC6
CTCF	ST7
CTCF	ST7L
CTCF	ST8SIA1
CTCF	ST8SIA2
CTCF	ST8SIA4
CTCF	ST8SIA5
CTCF	ST8SIA6
CTCF	STAB1
CTCF	STAB2
CTCF	STAC
CTCF	STAC2
CTCF	STAC3
CTCF	STAG1
CTCF	STAG2
CTCF	STAG3
CTCF	STAG3L2
CTCF	STAG3L4
CTCF	STAM2
CTCF	STAMBP
CTCF	STAMBPL1
CTCF	STARD10
CTCF	STARD13
CTCF	STARD3
CTCF	STARD3NL
CTCF	STARD4
CTCF	STARD6
CTCF	STARD7
CTCF	STARD8
CTCF	STARD9
CTCF	STAT1
CTCF	STAT3
CTCF	STAT4
CTCF	STAT5A
CTCF	STAT5B
CTCF	STAT6
CTCF	STAU1
CTCF	STAU2
CTCF	STC1
CTCF	STC2
CTCF	STEAP1
CTCF	STEAP2
CTCF	STEAP3
CTCF	STEAP4
CTCF	STEEP1
CTCF	STIL
CTCF	STIM1
CTCF	STIM2
CTCF	STIMATE
CTCF	STING1
CTCF	STIP1
CTCF	STK10
CTCF	STK11
CTCF	STK17A
CTCF	STK17B
CTCF	STK24
CTCF	STK25
CTCF	STK3
CTCF	STK31
CTCF	STK32A
CTCF	STK32B
CTCF	STK32C
CTCF	STK33
CTCF	STK35
CTCF	STK36
CTCF	STK38
CTCF	STK38L
CTCF	STK39
CTCF	STK4
CTCF	STK40
CTCF	STKLD1
CTCF	STMN1
CTCF	STMN2
CTCF	STMN3
CTCF	STMN4
CTCF	STN1
CTCF	STOM
CTCF	STOML1
CTCF	STON2
CTCF	STOX1
CTCF	STOX2
CTCF	STPG1
CTCF	STPG2
CTCF	STPG4
CTCF	STRA6
CTCF	STRA8
CTCF	STRADB
CTCF	STRAP
CTCF	STRBP
CTCF	STRIP1
CTCF	STRIP2
CTCF	STRN
CTCF	STRN3
CTCF	STRN4
CTCF	STS
CTCF	STT3B
CTCF	STUB1
CTCF	STUM
CTCF	STX11
CTCF	STX16
CTCF	STX17
CTCF	STX18
CTCF	STX1A
CTCF	STX1B
CTCF	STX2
CTCF	STX3
CTCF	STX4
CTCF	STX7
CTCF	STX8
CTCF	STXBP1
CTCF	STXBP2
CTCF	STXBP3
CTCF	STXBP4
CTCF	STXBP5
CTCF	STXBP6
CTCF	STYK1
CTCF	STYXL1
CTCF	STYXL2
CTCF	SUB1
CTCF	SUCLG1
CTCF	SUCLG2
CTCF	SUCNR1
CTCF	SUCO
CTCF	SUDS3
CTCF	SUFU
CTCF	SUGCT
CTCF	SUGP1
CTCF	SUGP2
CTCF	SUGT1
CTCF	SULF1
CTCF	SULF2
CTCF	SULT1A1
CTCF	SULT1A2
CTCF	SULT1C3
CTCF	SULT1C4
CTCF	SULT1E1
CTCF	SULT2B1
CTCF	SULT4A1
CTCF	SULT6B1
CTCF	SUMF1
CTCF	SUMF2
CTCF	SUMO1
CTCF	SUMO1P1
CTCF	SUMO2
CTCF	SUMO3
CTCF	SUN1
CTCF	SUN2
CTCF	SUN3
CTCF	SUN5
CTCF	SUOX
CTCF	SUPT20H
CTCF	SUPT20HL1
CTCF	SUPT20HL2
CTCF	SUPT3H
CTCF	SUPT4H1
CTCF	SUPT5H
CTCF	SUPT6H
CTCF	SURF1
CTCF	SURF2
CTCF	SURF4
CTCF	SURF6
CTCF	SUSD1
CTCF	SUSD2
CTCF	SUSD3
CTCF	SUSD5
CTCF	SUSD6
CTCF	SV2B
CTCF	SV2C
CTCF	SVEP1
CTCF	SVIL
CTCF	SVIP
CTCF	SVOP
CTCF	SVOPL
CTCF	SWAP70
CTCF	SWI5
CTCF	SWT1
CTCF	SYBU
CTCF	SYCE3
CTCF	SYCN
CTCF	SYCP1
CTCF	SYCP2L
CTCF	SYDE1
CTCF	SYF2
CTCF	SYK
CTCF	SYMPK
CTCF	SYN2
CTCF	SYN3
CTCF	SYNC
CTCF	SYNDIG1
CTCF	SYNE1
CTCF	SYNE2
CTCF	SYNE3
CTCF	SYNGAP1
CTCF	SYNGR1
CTCF	SYNJ1
CTCF	SYNJ2
CTCF	SYNJ2BP
CTCF	SYNM
CTCF	SYNPO
CTCF	SYNPO2
CTCF	SYNPO2L
CTCF	SYNPR
CTCF	SYNRG
CTCF	SYP
CTCF	SYPL1
CTCF	SYPL2
CTCF	SYS1
CTCF	SYT1
CTCF	SYT10
CTCF	SYT12
CTCF	SYT13
CTCF	SYT14
CTCF	SYT15
CTCF	SYT16
CTCF	SYT17
CTCF	SYT2
CTCF	SYT3
CTCF	SYT4
CTCF	SYT5
CTCF	SYT6
CTCF	SYT7
CTCF	SYT8
CTCF	SYT9
CTCF	SYTL1
CTCF	SYTL2
CTCF	SYTL3
CTCF	SYTL4
CTCF	SZRD1
CTCF	SZT2
CTCF	TAAR3P
CTCF	TAAR9
CTCF	TAB1
CTCF	TAB2
CTCF	TAB3
CTCF	TAC3
CTCF	TAC4
CTCF	TACC1
CTCF	TACC2
CTCF	TACC3
CTCF	TACO1
CTCF	TACR1
CTCF	TACR2
CTCF	TACR3
CTCF	TADA1
CTCF	TADA2A
CTCF	TADA2B
CTCF	TADA3
CTCF	TAF12
CTCF	TAF15
CTCF	TAF1B
CTCF	TAF1C
CTCF	TAF1D
CTCF	TAF1L
