source	target
TFAP2C	KLHL14
TFAP2C	KLHL15
TFAP2C	KLHL17
TFAP2C	KLHL18
TFAP2C	KLHL2
TFAP2C	KLHL20
TFAP2C	KLHL21
TFAP2C	KLHL22
TFAP2C	KLHL23
TFAP2C	KLHL24
TFAP2C	KLHL25
TFAP2C	KLHL26
TFAP2C	KLHL29
TFAP2C	KLHL30
TFAP2C	KLHL31
TFAP2C	KLHL32
TFAP2C	KLHL33
TFAP2C	KLHL35
TFAP2C	KLHL36
TFAP2C	KLHL38
TFAP2C	KLHL4
TFAP2C	KLHL40
TFAP2C	KLHL42
TFAP2C	KLHL5
TFAP2C	KLHL7
TFAP2C	KLHL8
TFAP2C	KLHL9
TFAP2C	KLK11
TFAP2C	KLK12
TFAP2C	KLK13
TFAP2C	KLK14
TFAP2C	KLK3
TFAP2C	KLK5
TFAP2C	KLK6
TFAP2C	KLRC2
TFAP2C	KLRC3
TFAP2C	KLRF2
TFAP2C	KLRG1
TFAP2C	KLRG2
TFAP2C	KLRK1
TFAP2C	KMO
TFAP2C	KMT2A
TFAP2C	KMT2D
TFAP2C	KMT2E
TFAP2C	KMT5A
TFAP2C	KMT5B
TFAP2C	KMT5C
TFAP2C	KNDC1
TFAP2C	KNTC1
TFAP2C	KPNA1
TFAP2C	KPNA3
TFAP2C	KPNA5
TFAP2C	KPNA7
TFAP2C	KPRP
TFAP2C	KRAS
TFAP2C	KRBA1
TFAP2C	KRBOX1
TFAP2C	KRCC1
TFAP2C	KREMEN1
TFAP2C	KREMEN2
TFAP2C	KRR1
TFAP2C	KRT1
TFAP2C	KRT13
TFAP2C	KRT15
TFAP2C	KRT16
TFAP2C	KRT18
TFAP2C	KRT19
TFAP2C	KRT2
TFAP2C	KRT23
TFAP2C	KRT3
TFAP2C	KRT35
TFAP2C	KRT37
TFAP2C	KRT7
TFAP2C	KRT73
TFAP2C	KRT75
TFAP2C	KRT78
TFAP2C	KRT8
TFAP2C	KRT80
TFAP2C	KRT85
TFAP2C	KRT86
TFAP2C	KRTAP5-10
TFAP2C	KRTAP5-11
TFAP2C	KRTCAP2
TFAP2C	KRTCAP3
TFAP2C	KRTDAP
TFAP2C	KSR1
TFAP2C	KSR2
TFAP2C	KTI12
TFAP2C	KTN1
TFAP2C	KTN1-AS1
TFAP2C	KXD1
TFAP2C	KY
TFAP2C	KYAT1
TFAP2C	KYNU
TFAP2C	L1CAM
TFAP2C	L1TD1
TFAP2C	L2HGDH
TFAP2C	L3HYPDH
TFAP2C	L3MBTL1
TFAP2C	L3MBTL2
TFAP2C	LACC1
TFAP2C	LACTBL1
TFAP2C	LAD1
TFAP2C	LAG3
TFAP2C	LAGE3
TFAP2C	LAIR2
TFAP2C	LAMA3
TFAP2C	LAMA5
TFAP2C	LAMB1
TFAP2C	LAMB2
TFAP2C	LAMB3
TFAP2C	LAMB4
TFAP2C	LAMC1
TFAP2C	LAMC2
TFAP2C	LAMC3
TFAP2C	LAMP1
TFAP2C	LAMP3
TFAP2C	LAMP5
TFAP2C	LAMTOR4
TFAP2C	LAP3
TFAP2C	LAPTM4A
TFAP2C	LAPTM4B
TFAP2C	LARGE1
TFAP2C	LARGE2
TFAP2C	LARP1
TFAP2C	LARP1B
TFAP2C	LARP4B
TFAP2C	LARP6
TFAP2C	LARP7
TFAP2C	LARS1
TFAP2C	LARS2
TFAP2C	LASP1
TFAP2C	LATS1
TFAP2C	LATS2
TFAP2C	LBH
TFAP2C	LBR
TFAP2C	LCA5
TFAP2C	LCMT1
TFAP2C	LCMT2
TFAP2C	LCN12
TFAP2C	LCN15
TFAP2C	LCN1P1
TFAP2C	LCN2
TFAP2C	LCNL1
TFAP2C	LCOR
TFAP2C	LCORL
TFAP2C	LCP1
TFAP2C	LCP2
TFAP2C	LCTL
TFAP2C	LDAH
TFAP2C	LDB1
TFAP2C	LDB3
TFAP2C	LDHA
TFAP2C	LDHB
TFAP2C	LDLR
TFAP2C	LDLRAD1
TFAP2C	LDLRAD3
TFAP2C	LDLRAD4
TFAP2C	LDLRAP1
TFAP2C	LEF1
TFAP2C	LEKR1
TFAP2C	LEMD1
TFAP2C	LEMD2
TFAP2C	LEMD3
TFAP2C	LENEP
TFAP2C	LENG1
TFAP2C	LENG8
TFAP2C	LENG9
TFAP2C	LEO1
TFAP2C	LEP
TFAP2C	LEPROT
TFAP2C	LETM1
TFAP2C	LETMD1
TFAP2C	LFNG
TFAP2C	LGALS1
TFAP2C	LGALS3
TFAP2C	LGALS3BP
TFAP2C	LGALS4
TFAP2C	LGALS8
TFAP2C	LGALS9
TFAP2C	LGALS9C
TFAP2C	LGI1
TFAP2C	LGI3
TFAP2C	LGMN
TFAP2C	LGR4
TFAP2C	LGR6
TFAP2C	LHB
TFAP2C	LHCGR
TFAP2C	LHFPL2
TFAP2C	LHFPL3
TFAP2C	LHFPL4
TFAP2C	LHFPL6
TFAP2C	LHPP
TFAP2C	LHX1
TFAP2C	LHX2
TFAP2C	LHX3
TFAP2C	LHX4
TFAP2C	LHX6
TFAP2C	LHX8
TFAP2C	LIF
TFAP2C	LIG3
TFAP2C	LIG4
TFAP2C	LILRB5
TFAP2C	LIM2
TFAP2C	LIMA1
TFAP2C	LIMCH1
TFAP2C	LIMD1
TFAP2C	LIMD2
TFAP2C	LIMK1
TFAP2C	LIMK2
TFAP2C	LIMS1
TFAP2C	LIMS2
TFAP2C	LIMS3
TFAP2C	LIN28B
TFAP2C	LIN52
TFAP2C	LIN7A
TFAP2C	LIN7B
TFAP2C	LIN7C
TFAP2C	LINC00173
TFAP2C	LINC00208
TFAP2C	LINC00299
TFAP2C	LINC00303
TFAP2C	LINC00308
TFAP2C	LINC00310
TFAP2C	LINC00311
TFAP2C	LINC00313
TFAP2C	LINC00336
TFAP2C	LINC00469
TFAP2C	LINC00470
TFAP2C	LINC00471
TFAP2C	LINC00472
TFAP2C	LINC00477
TFAP2C	LINC00479
TFAP2C	LINC00482
TFAP2C	LINC00518
TFAP2C	LINC00523
TFAP2C	LINC00574
TFAP2C	LINC00612
TFAP2C	LINC00862
TFAP2C	LINC01465
TFAP2C	LINC01547
TFAP2C	LINC01548
TFAP2C	LINC01553
TFAP2C	LINC01554
TFAP2C	LINC01555
TFAP2C	LINC01559
TFAP2C	LINC01560
TFAP2C	LINC01600
TFAP2C	LINC02693
TFAP2C	LINC02694
TFAP2C	LINC02872
TFAP2C	LINC02875
TFAP2C	LINC02877
TFAP2C	LINGO1
TFAP2C	LINGO2
TFAP2C	LIPA
TFAP2C	LIPC
TFAP2C	LIPE
TFAP2C	LIPH
TFAP2C	LIPK
TFAP2C	LITAF
TFAP2C	LIX1L
TFAP2C	LKAAEAR1
TFAP2C	LLGL1
TFAP2C	LLGL2
TFAP2C	LMAN1
TFAP2C	LMAN1L
TFAP2C	LMAN2
TFAP2C	LMAN2L
TFAP2C	LMBR1
TFAP2C	LMBR1L
TFAP2C	LMBRD1
TFAP2C	LMCD1
TFAP2C	LMF1
TFAP2C	LMF2
TFAP2C	LMNA
TFAP2C	LMNB1
TFAP2C	LMNTD1
TFAP2C	LMNTD2
TFAP2C	LMO1
TFAP2C	LMO7
TFAP2C	LMOD1
TFAP2C	LMOD2
TFAP2C	LMOD3
TFAP2C	LMTK2
TFAP2C	LMTK3
TFAP2C	LMX1A
TFAP2C	LMX1B
TFAP2C	LNP1
TFAP2C	LNPEP
TFAP2C	LNX1
TFAP2C	LNX2
TFAP2C	LONP1
TFAP2C	LONRF1
TFAP2C	LONRF2
TFAP2C	LONRF3
TFAP2C	LOXHD1
TFAP2C	LOXL1
TFAP2C	LOXL2
TFAP2C	LOXL3
TFAP2C	LOXL4
TFAP2C	LPAR1
TFAP2C	LPAR3
TFAP2C	LPAR4
TFAP2C	LPAR5
TFAP2C	LPAR6
TFAP2C	LPCAT1
TFAP2C	LPCAT2
TFAP2C	LPCAT4
TFAP2C	LPGAT1
TFAP2C	LPIN1
TFAP2C	LPIN2
TFAP2C	LPIN3
TFAP2C	LPO
TFAP2C	LPP
TFAP2C	LRAT
TFAP2C	LRATD1
TFAP2C	LRATD2
TFAP2C	LRBA
TFAP2C	LRCH1
TFAP2C	LRCH4
TFAP2C	LRFN1
TFAP2C	LRFN2
TFAP2C	LRFN3
TFAP2C	LRFN4
TFAP2C	LRFN5
TFAP2C	LRG1
TFAP2C	LRGUK
TFAP2C	LRIG1
TFAP2C	LRIG2
TFAP2C	LRIG3
TFAP2C	LRMDA
TFAP2C	LRP1
TFAP2C	LRP10
TFAP2C	LRP11
TFAP2C	LRP12
TFAP2C	LRP1B
TFAP2C	LRP2
TFAP2C	LRP2BP
TFAP2C	LRP3
TFAP2C	LRP5
TFAP2C	LRP5L
TFAP2C	LRP8
TFAP2C	LRPAP1
TFAP2C	LRPPRC
TFAP2C	LRR1
TFAP2C	LRRC1
TFAP2C	LRRC10B
TFAP2C	LRRC14
TFAP2C	LRRC14B
TFAP2C	LRRC15
TFAP2C	LRRC2
TFAP2C	LRRC20
TFAP2C	LRRC23
TFAP2C	LRRC27
TFAP2C	LRRC28
TFAP2C	LRRC32
TFAP2C	LRRC37A3
TFAP2C	LRRC37B
TFAP2C	LRRC3C
TFAP2C	LRRC41
TFAP2C	LRRC42
TFAP2C	LRRC43
TFAP2C	LRRC45
TFAP2C	LRRC47
TFAP2C	LRRC49
TFAP2C	LRRC4B
TFAP2C	LRRC4C
TFAP2C	LRRC52
TFAP2C	LRRC55
TFAP2C	LRRC56
TFAP2C	LRRC58
TFAP2C	LRRC59
TFAP2C	LRRC75A
TFAP2C	LRRC8A
TFAP2C	LRRC8B
TFAP2C	LRRC8C
TFAP2C	LRRC8D
TFAP2C	LRRC8E
TFAP2C	LRRFIP1
TFAP2C	LRRFIP2
TFAP2C	LRRIQ1
TFAP2C	LRRK1
TFAP2C	LRRK2
TFAP2C	LRRN1
TFAP2C	LRRN2
TFAP2C	LRSAM1
TFAP2C	LRTM2
TFAP2C	LRWD1
TFAP2C	LSAMP
TFAP2C	LSM10
TFAP2C	LSM14A
TFAP2C	LSM14B
TFAP2C	LSM3
TFAP2C	LSM4
TFAP2C	LSM5
TFAP2C	LSM7
TFAP2C	LSM8
TFAP2C	LSMEM1
TFAP2C	LSP1
TFAP2C	LSR
TFAP2C	LSS
TFAP2C	LTA4H
TFAP2C	LTBP1
TFAP2C	LTBP2
TFAP2C	LTBP3
TFAP2C	LTBP4
TFAP2C	LTBR
TFAP2C	LTC4S
TFAP2C	LTK
TFAP2C	LTO1
TFAP2C	LTV1
TFAP2C	LUC7L
TFAP2C	LURAP1L
TFAP2C	LUZP2
TFAP2C	LXN
TFAP2C	LY6D
TFAP2C	LY6E
TFAP2C	LY6H
TFAP2C	LY6K
TFAP2C	LY86
TFAP2C	LY9
TFAP2C	LYN
TFAP2C	LYNX1
TFAP2C	LYPD1
TFAP2C	LYPD3
TFAP2C	LYPD5
TFAP2C	LYPD6
TFAP2C	LYPD6B
TFAP2C	LYPLAL1
TFAP2C	LYRM1
TFAP2C	LYRM2
TFAP2C	LYRM4
TFAP2C	LYRM9
TFAP2C	LYSMD2
TFAP2C	LYST
TFAP2C	LYZL1
TFAP2C	LYZL2
TFAP2C	LZIC
TFAP2C	LZTFL1
TFAP2C	LZTR1
TFAP2C	LZTS1
TFAP2C	LZTS2
TFAP2C	MAB21L3
TFAP2C	MAB21L4
TFAP2C	MACC1
TFAP2C	MACF1
TFAP2C	MACIR
TFAP2C	MACO1
TFAP2C	MACROD1
TFAP2C	MACROD2
TFAP2C	MACROH2A1
TFAP2C	MACROH2A2
TFAP2C	MAD1L1
TFAP2C	MAD2L1BP
TFAP2C	MAD2L2
TFAP2C	MAEA
TFAP2C	MAF
TFAP2C	MAFA
TFAP2C	MAFB
TFAP2C	MAFF
TFAP2C	MAFK
TFAP2C	MAG
TFAP2C	MAGEB2
TFAP2C	MAGEC2
TFAP2C	MAGEF1
TFAP2C	MAGI1
TFAP2C	MAGI2
TFAP2C	MAGI3
TFAP2C	MAGIX
TFAP2C	MAL
TFAP2C	MAL2
TFAP2C	MALL
TFAP2C	MALRD1
TFAP2C	MALT1
TFAP2C	MAMDC2
TFAP2C	MAMDC4
TFAP2C	MAML1
TFAP2C	MAML2
TFAP2C	MAML3
TFAP2C	MAMLD1
TFAP2C	MAMSTR
TFAP2C	MAN1A1
TFAP2C	MAN1A2
TFAP2C	MAN1B1
TFAP2C	MAN1C1
TFAP2C	MAN2A1
TFAP2C	MAN2A2
TFAP2C	MAN2B2
TFAP2C	MAN2C1
TFAP2C	MANBA
TFAP2C	MANBAL
TFAP2C	MANEA
TFAP2C	MANSC1
TFAP2C	MANSC4
TFAP2C	MAOA
TFAP2C	MAOB
TFAP2C	MAP10
TFAP2C	MAP1A
TFAP2C	MAP1B
TFAP2C	MAP1LC3B
TFAP2C	MAP1LC3B2
TFAP2C	MAP1S
TFAP2C	MAP2
TFAP2C	MAP2K1
TFAP2C	MAP2K2
TFAP2C	MAP2K3
TFAP2C	MAP2K5
TFAP2C	MAP2K7
TFAP2C	MAP3K1
TFAP2C	MAP3K11
TFAP2C	MAP3K12
TFAP2C	MAP3K13
TFAP2C	MAP3K14
TFAP2C	MAP3K2
TFAP2C	MAP3K3
TFAP2C	MAP3K4
TFAP2C	MAP3K5
TFAP2C	MAP3K6
TFAP2C	MAP3K7
TFAP2C	MAP3K8
TFAP2C	MAP3K9
TFAP2C	MAP4
TFAP2C	MAP4K3
TFAP2C	MAP4K4
TFAP2C	MAP4K5
TFAP2C	MAP6D1
TFAP2C	MAP7
TFAP2C	MAP7D1
TFAP2C	MAP9
TFAP2C	MAPK1
TFAP2C	MAPK10
TFAP2C	MAPK11
TFAP2C	MAPK12
TFAP2C	MAPK13
TFAP2C	MAPK14
TFAP2C	MAPK15
TFAP2C	MAPK1IP1L
TFAP2C	MAPK3
TFAP2C	MAPK4
TFAP2C	MAPK6
TFAP2C	MAPK8
TFAP2C	MAPK8IP3
TFAP2C	MAPK9
TFAP2C	MAPKAP1
TFAP2C	MAPKAPK2
TFAP2C	MAPKAPK3
TFAP2C	MAPKAPK5
TFAP2C	MAPKAPK5-AS1
TFAP2C	MAPKBP1
TFAP2C	MAPRE1
TFAP2C	MAPRE2
TFAP2C	MAPT
TFAP2C	MARCHF10
TFAP2C	MARCHF11
TFAP2C	MARCHF2
TFAP2C	MARCHF3
TFAP2C	MARCHF4
TFAP2C	MARCHF6
TFAP2C	MARCHF7
TFAP2C	MARCHF8
TFAP2C	MARCHF9
TFAP2C	MARCKS
TFAP2C	MARCKSL1
TFAP2C	MARK1
TFAP2C	MARK2
TFAP2C	MARK3
TFAP2C	MARK4
TFAP2C	MARS2
TFAP2C	MARVELD1
TFAP2C	MARVELD3
TFAP2C	MAST1
TFAP2C	MAST2
TFAP2C	MAST3
TFAP2C	MAST4
TFAP2C	MAT1A
TFAP2C	MAT2A
TFAP2C	MATN1
TFAP2C	MATN2
TFAP2C	MATN3
TFAP2C	MAVS
TFAP2C	MAX
TFAP2C	MAZ
TFAP2C	MB
TFAP2C	MB21D2
TFAP2C	MBD1
TFAP2C	MBD2
TFAP2C	MBD3
TFAP2C	MBD4
TFAP2C	MBD5
TFAP2C	MBL2
TFAP2C	MBLAC1
TFAP2C	MBNL1
TFAP2C	MBNL2
TFAP2C	MBNL3
TFAP2C	MBOAT1
TFAP2C	MBOAT2
TFAP2C	MBOAT7
TFAP2C	MBP
TFAP2C	MBTPS1
TFAP2C	MC5R
TFAP2C	MCAM
TFAP2C	MCC
TFAP2C	MCCC1
TFAP2C	MCF2L
TFAP2C	MCF2L2
TFAP2C	MCFD2
TFAP2C	MCHR1
TFAP2C	MCM3
TFAP2C	MCM3AP
TFAP2C	MCM4
TFAP2C	MCM5
TFAP2C	MCM6
TFAP2C	MCM7
TFAP2C	MCM8
TFAP2C	MCM9
TFAP2C	MCMBP
TFAP2C	MCMDC2
TFAP2C	MCOLN1
TFAP2C	MCOLN2
TFAP2C	MCRS1
TFAP2C	MCTP1
TFAP2C	MCTP2
TFAP2C	MCU
TFAP2C	MCUB
TFAP2C	MCUR1
TFAP2C	MDFI
TFAP2C	MDGA1
TFAP2C	MDGA2
TFAP2C	MDH1
TFAP2C	MDH1B
TFAP2C	MDH2
TFAP2C	MDM1
TFAP2C	MDM2
TFAP2C	MDM4
TFAP2C	MDN1
TFAP2C	MDS2
TFAP2C	ME1
TFAP2C	ME2
TFAP2C	ME3
TFAP2C	MEA1
TFAP2C	MEAF6
TFAP2C	MEAK7
TFAP2C	MECOM
TFAP2C	MECP2
TFAP2C	MECR
TFAP2C	MED10
TFAP2C	MED11
TFAP2C	MED12
TFAP2C	MED12L
TFAP2C	MED13
TFAP2C	MED13L
TFAP2C	MED14
TFAP2C	MED15
TFAP2C	MED16
TFAP2C	MED18
TFAP2C	MED21
TFAP2C	MED23
TFAP2C	MED24
TFAP2C	MED26
TFAP2C	MED27
TFAP2C	MED28
TFAP2C	MED29
TFAP2C	MED4
TFAP2C	MED9
TFAP2C	MEF2A
TFAP2C	MEF2B
TFAP2C	MEF2C
TFAP2C	MEF2D
TFAP2C	MEGF10
TFAP2C	MEGF11
TFAP2C	MEGF6
TFAP2C	MEGF9
TFAP2C	MEI1
TFAP2C	MEIG1
TFAP2C	MEIOB
TFAP2C	MEIOC
TFAP2C	MEIS1
TFAP2C	MEIS2
TFAP2C	MEIS3
TFAP2C	MELK
TFAP2C	MELTF
TFAP2C	MEN1
TFAP2C	MEOX1
TFAP2C	MEP1A
TFAP2C	MEPCE
TFAP2C	MERTK
TFAP2C	MESD
TFAP2C	MESP1
TFAP2C	MESP2
TFAP2C	MET
TFAP2C	METAP1
TFAP2C	METAP1D
TFAP2C	METAP2
TFAP2C	METRN
TFAP2C	METRNL
TFAP2C	METTL15
TFAP2C	METTL16
TFAP2C	METTL17
TFAP2C	METTL21A
TFAP2C	METTL22
TFAP2C	METTL25
TFAP2C	METTL27
TFAP2C	METTL2A
TFAP2C	METTL2B
TFAP2C	METTL3
TFAP2C	METTL4
TFAP2C	METTL8
TFAP2C	METTL9
TFAP2C	MEX3B
TFAP2C	MEX3C
TFAP2C	MFAP3
TFAP2C	MFAP3L
TFAP2C	MFAP4
TFAP2C	MFGE8
TFAP2C	MFHAS1
TFAP2C	MFNG
TFAP2C	MFSD1
TFAP2C	MFSD11
TFAP2C	MFSD12
TFAP2C	MFSD14A
TFAP2C	MFSD14B
TFAP2C	MFSD2A
TFAP2C	MFSD2B
TFAP2C	MFSD3
TFAP2C	MFSD4A
TFAP2C	MFSD4B
TFAP2C	MFSD5
TFAP2C	MFSD6
TFAP2C	MFSD8
TFAP2C	MGAT1
TFAP2C	MGAT3
TFAP2C	MGAT4A
TFAP2C	MGAT5
TFAP2C	MGAT5B
TFAP2C	MGLL
TFAP2C	MGMT
TFAP2C	MGRN1
TFAP2C	MGST1
TFAP2C	MGST2
TFAP2C	MGST3
TFAP2C	MIA2
TFAP2C	MIA3
TFAP2C	MIB1
TFAP2C	MIB2
TFAP2C	MICAL1
TFAP2C	MICAL2
TFAP2C	MICAL3
TFAP2C	MICALL1
TFAP2C	MICALL2
TFAP2C	MICOS10
TFAP2C	MICU2
TFAP2C	MID1
TFAP2C	MID1IP1
TFAP2C	MIDEAS
TFAP2C	MIDN
TFAP2C	MIEF2
TFAP2C	MIEN1
TFAP2C	MIER3
TFAP2C	MIF
TFAP2C	MIF4GD
TFAP2C	MIGA1
TFAP2C	MIGA2
TFAP2C	MINDY2
TFAP2C	MINDY4
TFAP2C	MINK1
TFAP2C	MINPP1
TFAP2C	MIOS
TFAP2C	MIOX
TFAP2C	MIPEP
TFAP2C	MIPOL1
TFAP2C	MIR1-1HG
TFAP2C	MIR17HG
TFAP2C	MIR1915HG
TFAP2C	MIR22HG
TFAP2C	MIS18BP1
TFAP2C	MISP
TFAP2C	MITF
TFAP2C	MIX23
TFAP2C	MKI67
TFAP2C	MKLN1
TFAP2C	MKNK1
TFAP2C	MKNK2
TFAP2C	MKRN1
TFAP2C	MKRN2
TFAP2C	MKRN3
TFAP2C	MKRN9P
TFAP2C	MKX
TFAP2C	MLANA
TFAP2C	MLEC
TFAP2C	MLF1
TFAP2C	MLF2
TFAP2C	MLKL
TFAP2C	MLLT1
TFAP2C	MLLT10
TFAP2C	MLLT11
TFAP2C	MLLT3
TFAP2C	MLLT6
TFAP2C	MLN
TFAP2C	MLPH
TFAP2C	MLST8
TFAP2C	MLX
TFAP2C	MLXIP
TFAP2C	MLXIPL
TFAP2C	MLYCD
TFAP2C	MMAA
TFAP2C	MMAB
TFAP2C	MMD
TFAP2C	MME
TFAP2C	MMP1
TFAP2C	MMP11
TFAP2C	MMP13
TFAP2C	MMP15
TFAP2C	MMP16
TFAP2C	MMP17
TFAP2C	MMP2
TFAP2C	MMP25
TFAP2C	MMP26
TFAP2C	MMP9
TFAP2C	MMRN2
TFAP2C	MMS19
TFAP2C	MN1
TFAP2C	MNAT1
TFAP2C	MNT
TFAP2C	MNX1
TFAP2C	MOB1A
TFAP2C	MOB1B
TFAP2C	MOB3A
TFAP2C	MOB3B
TFAP2C	MOB3C
TFAP2C	MOBP
TFAP2C	MOCOS
TFAP2C	MOCS1
TFAP2C	MOCS2
TFAP2C	MOCS3
TFAP2C	MOGAT1
TFAP2C	MOGAT2
TFAP2C	MOGS
TFAP2C	MOK
TFAP2C	MON1A
TFAP2C	MON2
TFAP2C	MORC2
TFAP2C	MORC3
TFAP2C	MORC4
TFAP2C	MORF4L1
TFAP2C	MORF4L2
TFAP2C	MORN1
TFAP2C	MORN5
TFAP2C	MOSMO
TFAP2C	MOSPD2
TFAP2C	MOV10
TFAP2C	MOV10L1
TFAP2C	MOXD1
TFAP2C	MPC2
TFAP2C	MPDZ
TFAP2C	MPG
TFAP2C	MPHOSPH10
TFAP2C	MPHOSPH6
TFAP2C	MPHOSPH8
TFAP2C	MPI
TFAP2C	MPL
TFAP2C	MPND
TFAP2C	MPP1
TFAP2C	MPP2
TFAP2C	MPP3
TFAP2C	MPP7
TFAP2C	MPPED1
TFAP2C	MPPED2
TFAP2C	MPRIP
TFAP2C	MPST
TFAP2C	MPV17
TFAP2C	MPZL2
TFAP2C	MRAP2
TFAP2C	MRAS
TFAP2C	MRC2
TFAP2C	MREG
TFAP2C	MRFAP1
TFAP2C	MRFAP1L1
TFAP2C	MRGBP
TFAP2C	MRGPRF
TFAP2C	MRGPRX2
TFAP2C	MRM1
TFAP2C	MRNIP
TFAP2C	MROH1
TFAP2C	MROH2B
TFAP2C	MROH6
TFAP2C	MRPL10
TFAP2C	MRPL14
TFAP2C	MRPL15
TFAP2C	MRPL19
TFAP2C	MRPL21
TFAP2C	MRPL23
TFAP2C	MRPL3
TFAP2C	MRPL33
TFAP2C	MRPL34
TFAP2C	MRPL36
TFAP2C	MRPL38
TFAP2C	MRPL42
TFAP2C	MRPL44
TFAP2C	MRPL45
TFAP2C	MRPL48
TFAP2C	MRPL49
TFAP2C	MRPL50
TFAP2C	MRPL57
TFAP2C	MRPS10
TFAP2C	MRPS11
TFAP2C	MRPS14
TFAP2C	MRPS18A
TFAP2C	MRPS2
TFAP2C	MRPS23
TFAP2C	MRPS25
TFAP2C	MRPS27
TFAP2C	MRPS28
TFAP2C	MRPS30
TFAP2C	MRPS35
TFAP2C	MRPS5
TFAP2C	MRPS7
TFAP2C	MRPS9
TFAP2C	MRTFA
TFAP2C	MRTFB
TFAP2C	MRTO4
TFAP2C	MS4A15
TFAP2C	MS4A18
TFAP2C	MS4A6A
TFAP2C	MSANTD1
TFAP2C	MSANTD2
TFAP2C	MSANTD3
TFAP2C	MSC
TFAP2C	MSH3
TFAP2C	MSH6
TFAP2C	MSI1
TFAP2C	MSI2
TFAP2C	MSL1
TFAP2C	MSL2
TFAP2C	MSL3
TFAP2C	MSLN
TFAP2C	MSLNL
TFAP2C	MSMB
TFAP2C	MSMO1
TFAP2C	MSRA
TFAP2C	MSRB2
TFAP2C	MSRB3
TFAP2C	MSX1
TFAP2C	MSX2
TFAP2C	MT1A
TFAP2C	MT1E
TFAP2C	MT1X
TFAP2C	MT3
TFAP2C	MT4
TFAP2C	MTA1
TFAP2C	MTA2
TFAP2C	MTA3
TFAP2C	MTARC1
TFAP2C	MTCH1
TFAP2C	MTCH2
TFAP2C	MTCL1
TFAP2C	MTCP1
TFAP2C	MTDH
TFAP2C	MTERF1
TFAP2C	MTERF2
TFAP2C	MTERF4
TFAP2C	MTF1
TFAP2C	MTFP1
TFAP2C	MTFR1
TFAP2C	MTFR2
TFAP2C	MTHFD1
TFAP2C	MTHFD1L
TFAP2C	MTHFD2
TFAP2C	MTHFR
TFAP2C	MTHFS
TFAP2C	MTHFSD
TFAP2C	MTIF3
TFAP2C	MTM1
TFAP2C	MTMR1
TFAP2C	MTMR11
TFAP2C	MTMR12
TFAP2C	MTMR14
TFAP2C	MTMR2
TFAP2C	MTMR3
TFAP2C	MTMR4
TFAP2C	MTMR6
TFAP2C	MTMR7
TFAP2C	MTMR9
TFAP2C	MTPAP
TFAP2C	MTPN
TFAP2C	MTR
TFAP2C	MTRES1
TFAP2C	MTRF1L
TFAP2C	MTSS1
TFAP2C	MTSS2
TFAP2C	MTTP
TFAP2C	MTURN
TFAP2C	MTUS1
TFAP2C	MTUS2
TFAP2C	MTX2
TFAP2C	MUC1
TFAP2C	MUC12
TFAP2C	MUC16
TFAP2C	MUC2
TFAP2C	MUC20
TFAP2C	MUC3A
TFAP2C	MUC4
TFAP2C	MUC5AC
TFAP2C	MUC5B
TFAP2C	MUCL1
TFAP2C	MUS81
TFAP2C	MUSK
TFAP2C	MUTYH
TFAP2C	MVB12B
TFAP2C	MVD
TFAP2C	MVK
TFAP2C	MVP
TFAP2C	MX1
TFAP2C	MX2
TFAP2C	MXD3
TFAP2C	MXD4
TFAP2C	MXI1
TFAP2C	MXRA5
TFAP2C	MXRA7
TFAP2C	MYADM
TFAP2C	MYB
TFAP2C	MYBL1
TFAP2C	MYBL2
TFAP2C	MYBPC1
TFAP2C	MYBPC3
TFAP2C	MYBPH
TFAP2C	MYBPHL
TFAP2C	MYC
TFAP2C	MYCBP2
TFAP2C	MYCBPAP
TFAP2C	MYCL
TFAP2C	MYCN
TFAP2C	MYCNOS
TFAP2C	MYD88
TFAP2C	MYDGF
TFAP2C	MYEOV
TFAP2C	MYG1
TFAP2C	MYH10
TFAP2C	MYH11
TFAP2C	MYH14
TFAP2C	MYH7B
TFAP2C	MYH9
TFAP2C	MYL1
TFAP2C	MYL10
TFAP2C	MYL12A
TFAP2C	MYL12B
TFAP2C	MYL2
TFAP2C	MYL5
TFAP2C	MYL6
TFAP2C	MYL6B
TFAP2C	MYLIP
TFAP2C	MYLK
TFAP2C	MYLK2
TFAP2C	MYLK3
TFAP2C	MYMK
TFAP2C	MYO10
TFAP2C	MYO15A
TFAP2C	MYO15B
TFAP2C	MYO16
TFAP2C	MYO18A
TFAP2C	MYO18B
TFAP2C	MYO1B
TFAP2C	MYO1C
TFAP2C	MYO1D
TFAP2C	MYO1E
TFAP2C	MYO1F
TFAP2C	MYO3B
TFAP2C	MYO5A
TFAP2C	MYO5B
TFAP2C	MYO5C
TFAP2C	MYO6
TFAP2C	MYO7A
TFAP2C	MYO7B
TFAP2C	MYO9A
TFAP2C	MYO9B
TFAP2C	MYOCD
TFAP2C	MYOD1
TFAP2C	MYOF
TFAP2C	MYOM1
TFAP2C	MYOM2
TFAP2C	MYOM3
TFAP2C	MYORG
TFAP2C	MYOZ1
TFAP2C	MYOZ3
TFAP2C	MYPN
TFAP2C	MYPOP
TFAP2C	MYRF
TFAP2C	MYRFL
TFAP2C	MYRIP
TFAP2C	MYSM1
TFAP2C	MYT1
TFAP2C	MYT1L
TFAP2C	MZF1
TFAP2C	MZT2A
